"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"5TQPIEDK","journalArticle","2021","颜安; 吴勇; 徐金虹; 王同仁; 万江春; 杨利; 黄峰","有机肥氮替代化肥氮和土壤改良剂对盐碱地棉花产量和土壤养分的影响","中国土壤与肥料","","1673-6257","","https://link.cnki.net/urlid/11.5498.S.20201105.1746.006","为探讨有机肥氮替代化肥氮对南疆盐碱地棉花产量及土壤养分状况的影响,在南疆漫灌条件下,设置不施肥(CK)、单施化肥(A)和有机肥氮替代15%(B)、30%(C)和45%(D)的化肥氮处理,对棉花产量和土壤肥力的变化进行了田间试验研究。结果表明,不同有机肥氮替代化肥氮处理中,有机肥氮替代15%化肥氮的增产效果明显,尤其是在秸秆还田加施土壤改良剂条件下,有机肥氮替代15%化肥氮较单施化肥增产15.18%。在秸秆还田条件下,有机肥氮替代45%化肥氮的处理中,土壤有效磷和速效钾含量显著高于其他处理;在加施土壤改良剂条件下,土壤有机质和碱解氮含量显著高于其他处理。有机肥替代化肥使土壤盐分含量下降,下降程度随着土壤剖面深度增加而降低。研究结果表明:有机肥氮替代化肥氮,在保持棉花稳产的同时减少了化肥氮的施用量。","2021","2025-08-27 10:43:01","2025-08-27 10:44:58","","72-77","","6","","","中国土壤与肥料","","","","","","","","zh","","","","","","11-5498/S","","","","","产量; 化肥; 棉花; 土壤改良剂; 土壤养分; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZMI49W2G","journalArticle","2020","朱倩倩; 武雪萍; 张淑香; 许咏梅; 吉丽丽; 赵来明; 李小伟; 马文新","化肥减量有机替代对新疆滴灌棉花产量及土壤养分的影响","新疆农业科学","","1001-4330","","https://link.cnki.net/urlid/65.1097.S.20201027.0933.006","【目的】研究新疆滴灌棉花合理的化肥减施量和有机肥替代量,为棉花优质高产、产业可持续发展提供理论支撑。【方法】采用田间小区滴灌栽培试验,化肥减量微生物菌剂替代对新疆滴灌棉花产量及其构成因素与土壤养分的影响。【结果】与习惯施肥(CF)相比,优化施肥减氮30%增施微生物菌剂(OPT+M-N30%)处理的棉花籽棉产量、皮棉产量、单铃数及衣分有不同程度的提高,其中棉花单铃数和籽棉产量分别提高16.42%, 5.09%。且OPT+M-N30%处理的土壤有机质、全氮及碱解氮含量均高于其余施肥处理,较农民常规施肥增加了7.74%、5.97%、1.70%。【结论】优化施肥减氮30%增施微生物菌剂处理有利于提高棉花产量和土壤养分含量,表现较好的经济效益。","2020","2025-08-27 10:43:01","2025-08-27 10:44:59","","2135-2143","","11","57","","新疆农业科学","","","","","","","","zh","","","","","","65-1097/S","","","","","产量; 棉花; 土壤养分; 优化施肥; 有机替代","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQBJPJPV","journalArticle","2020","吴建富; 高绘文; 颜晓; 魏宗强; 卢志红; 杨秀霞","紫云英和稻草还田替代部分化肥对水稻产量和土壤理化性质的影响","江西农业大学学报","","1000-2286","10.13836/j.jjau.2020075","https://link.cnki.net/doi/10.13836/j.jjau.2020075","【目的】研究紫云英和稻草还田替代部分化肥对水稻产量和土壤理化性质的影响,为水稻合理施肥提供科学依据。【方法】以红壤性水稻土为研究对象,以中嘉早17和五优662为早、晚季试验材料,通过田间定位试验,在等量氮磷钾养分施用条件下,研究单施NPK化肥（F）、紫云英（早稻基肥）+NPK化肥（G）、紫云英（早稻基肥）+稻草（晚稻基肥）+NPK化肥（GS）、稻草（早、晚稻基肥）+NPK化肥（S）4个处理对双季水稻产量及其构成因素,土壤有机质、碱解氮、有效磷、速效钾、有效硅和水溶性硅养分含量及容重、总孔隙度、pH、交换性酸、CEC、盐基饱和度的影响。【结果】4个处理早稻产量差异不显著,晚稻产量处理S、GS、G差异不显著,但均显著高于处理F,增幅为9.4%～11.8%（P<0.05）。早、晚稻结实率处理S、GS、G较处理F增幅分别为5.4%～8.8%（P<0.05）和7.1%～13.9%（P<0.05）。土壤容重处理GS、S显著低于处理F、G,而总孔隙度则相反。土壤有机质、碱解氮、有效磷和有效硅含量处理G、GS、S较处理F增幅分别为10.5%～30.4%（P<0.05）、18.0%～25.7%（P<0.05）、18.0%～37.1%（P<0.05）和35.8%～60.2%（P<0.05）,而速效钾和水溶性硅含量处理间差异不显著。土壤pH值,处理S、GS与G差异不显著,但均高于处理F,增幅分别为7.4%（P<0.05）、5.4%（P<0.05）和3.7%。交换性酸处理S、GS和G均显著高于处理F,增幅为51.6%～118.0%（P<0.05）。CEC由大到小依次为处理S、GS、G、F,而盐基饱和度处理F显著高于处理G、GS和S,增幅为9.2%～17.0%（P<0.05）。相关分析表明,土壤有机质、碱解氮和有效磷含量与有效硅含量均呈线性相关,相关系数分别为0.930 9、0.973 2*和0.991 1*。土壤pH、交换性酸和CEC与有效硅含量均呈显著线性相关,相关系数分别为0.994 0*、0.950 9*和0.989 5*。【结论】早稻紫云英还田结合晚稻稻草还田替代部分化肥有利于改善土壤理化性质,提高水稻周年产量。","2020","2025-08-27 10:43:01","2025-08-27 10:44:59","","647-654","","4","42","","江西农业大学学报","","","","","","","","zh","","","","","","36-1028/S","","","","","产量; 稻草; 双季稻; 土壤理化性质; 紫云英","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TV86VLP3","journalArticle","2020","丁晓娟","江苏泗洪县有机肥部分替代化肥对蔬菜地土壤肥力的提升效果","农业工程技术","","1673-5404","10.16815/j.cnki.11-5436/s.2020.23.011","https://link.cnki.net/doi/10.16815/j.cnki.11-5436/s.2020.23.011","为明确有机肥替代化肥对泗洪县蔬菜地土壤肥力的影响,使用商品有机肥部分替代尿素(30%有机氮替代无机氮)作为基肥施用,通过大田试验探究蔬菜地土壤肥力变化特征。结果表明:有机肥部分替代无机肥后,80%的泗洪县供试蔬菜地综合评定等级由""中等""等级(Ⅱ级)跃升到""好""等级(Ⅰ级)。有机肥部分替代化肥能够显著提升泗洪蔬菜地土壤有效磷和有机质含量。","2020","2025-08-27 10:43:01","2025-08-27 10:45:00","","21-22","","23","40","","农业工程技术","","","","","","","","zh","","","","","","11-5436/S","","","","","等氮替代; 化肥; 替代; 土壤肥力; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XYXSDXVU","journalArticle","2020","李其胜; 赵贺; 汪志鹏; 杨凯; 李辉信; 焦加国","有机肥替代部分化肥对稻麦轮作土壤养分利用和酶活性的影响","土壤通报","","0564-3945","10.19336/j.cnki.trtb.2020.04.21","https://link.cnki.net/doi/10.19336/j.cnki.trtb.2020.04.21","基于等量养分原则,设置全量化肥(CF)、60%化肥+商品有机肥(CFM)及60%化肥+蚯蚓粪有机肥(CFV)处理,以不施肥为对照(CK),研究不同施肥处理对稻麦周年产量、土壤理化性质、碳氮磷循环相关酶活性以及养分利用的影响。连续两年的田间试验结果表明:较全量化肥处理(CF)相比,有机肥替代部分化肥处理(CFM和CFV)稻麦周年产量增幅为10.06%～19.39%;有机肥施用提高了土壤有机质、全氮、全磷和速效磷含量,增幅4.17%～25.73%;β-葡糖苷酶、纤维素酶和木聚糖酶等相关碳循环的酶活性也显著增加,增幅12.99%～60.90%。相比全量化肥处理(CF),有机肥替代处理(CFM和CFV)的水稻各部位养分含量和累积量显著增加,肥料贡献率,农学效率,以及氮肥和磷肥的偏生产力和利用率增幅为3.82%～66.67%。两种有机肥在改善土壤养分和养分利用效率的作用基本一致。总之,有机肥替代部分化肥能够保证作物产量,又可以提升土壤质量,提高土壤养分利用效率。","2020","2025-08-27 10:43:01","2025-08-27 10:45:01","","912-919","","4","51","","土壤通报","","","","","","","","zh","","","","","","21-1172/S","","","","","土壤酶活; 养分利用; 有机肥替代; 周年产量","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RLCY2ZHV","journalArticle","2020","李磊; 王晶; 朱志明; 樊丽琴; 吴霞","氮肥减施与有机肥/秸秆配施对盐碱地土壤肥力指标及玉米产量的影响","土壤通报","","0564-3945","10.19336/j.cnki.trtb.2020.04.23","https://link.cnki.net/doi/10.19336/j.cnki.trtb.2020.04.23","为揭示氮肥减施与有机肥/秸秆配施对土壤肥力指标及玉米产量的影响,连续3年对宁夏银川北部盐碱地定位试验的土壤物理、化学、生物性质及玉米产量进行了测定分析。试验设不施肥、单施化肥(N 540 kg hm-2)、化肥减氮1/3+有机肥(9000 kg hm-2)、化肥减氮1/6+玉米秸秆(6000 kg hm-2)4个处理。结果表明:相比单施化肥处理,化肥减氮1/6+秸秆处理在第2、第3年0～20 cm土层处分别脱盐20.27%、37.53%,同时土壤容重明显降低,非毛管孔隙度增加,0～40 cm土层土壤水稳性团聚体含量平均提高4.87%,速效磷含量平均增加41.02%;化肥减氮1/3+有机肥处理下土壤有机质含量最高,细菌数量比不施肥与单施化肥处理分别增加了21.36%、36.99%,同时,该处理下玉米产量比单施化肥处理平均增加5.20%,而化肥减氮1/6+秸秆处理在第1、第2年玉米产量会降低,而第3年产量有所增加,增幅为7.77%。","2020","2025-08-27 10:43:01","2025-08-27 10:45:01","","928-935","","4","51","","土壤通报","","","","","","","","zh","","","","","","21-1172/S","","","","","产量; 秸秆; 水稳性团聚体; 土壤肥力; 有机肥; 有机质","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F7JT4WZJ","journalArticle","2020","周芸; 李永梅; 范茂攀; 王自林; 徐智; 张丹; 赵吉霞","不同基肥处理对山原红壤土壤理化特性、酶活性及作物产量的影响","应用与环境生物学报","","1006-687X","10.19675/j.cnki.1006-687x.2019.10022","https://link.cnki.net/doi/10.19675/j.cnki.1006-687x.2019.10022","采用完全随机区组设计,在等量养分供应条件下,以单施化肥（NPK）为对照,研究基施猪粪有机肥替代化肥的10%（M10）、20%（M20）、30%（M30）、40%（M40）4个比例对玉米不同生育期土壤养分变化及土壤酶活性的影响,为山原红壤化肥减施、有机培肥和作物增产提供科学依据.结果表明:随基施有机肥替代比例的增加土壤养分呈增加趋势,与NPK处理相比,M10处理土壤养分含量无显著变化;M20、M30、M40处理玉米拔节期至抽雄期土壤养分含量显著增加,成熟期土壤有机质、全氮、速效磷、速效钾含量增幅分别高达7.10%-8.46%、24.18%-26.37%、13.00%-18.31%、12.43%-17.43%（P <0.05）;与基肥处理前相比,M40处理土壤有机质、全氮、碱解氮、速效磷、速效钾含量分别增加了2.64 g/kg、0.31 g/kg、15.36 mg/kg、3.96 mg/kg、16.09 g/kg.基施有机肥玉米生育期土壤转化酶、脲酶、磷酸酶总体上先增后降,转化酶、磷酸酶活性相对高峰为抽雄期,脲酶活性相对高峰为大喇叭口期,过氧化氢酶呈逐渐升高趋势;M40处理土壤转化酶、磷酸酶活性较高,由25.24 mg/g、0.262 mg/g分别增加到31.53 mg/g、0.328 mg/g,成熟期较NPK处理分别提高了80.54%、77.29%;而土壤脲酶、过氧化氢酶活性M30处理最高,成熟期较NPK处理分别增加了11.25 mg/g、1.28mL/g.同时,M30、M40处理较NPK处理相比,玉米籽粒产量由6808.38kg/hm2提高到7860.58 kg/hm2和7463.66kg/hm2,分别显著提高了15.45%、9.62%（P <0.05）,且M30、M40差异不显著.多因素方差分析显示基肥处理和生育时期对有机质、全氮、有效磷、转化酶和磷酸酶有极显著的交互作用,而玉米产量与土壤养分和酶活性之间总体上呈显著或极显著正相关.本研究表明在山原红壤上进行基施有机肥替代化肥,短期内能改善与土壤碳、氮、磷循环密切相关的土壤酶活性,培肥土壤,提高作物产量,替代范围在30%-40%作用效果较好.（图4表3参38）","2020","2025-08-27 10:43:01","2025-08-27 10:45:02","","603-611","","3","26","","应用与环境生物学报","","","","","","","","zh","","","","","","51-1482/Q","","","","","产量; 基肥; 山原红壤; 土壤肥力特性; 玉米生育期","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5FS5YLGE","journalArticle","2020","郭校伟; 潘军晓; 张济世; 徐张义; 马东立; 崔振岭","好氧发酵猪粪部分替代化肥提高夏玉米氮素利用率和土壤肥力","植物营养与肥料学报","","1008-505X","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqJTZy5_ZCYnoN2HfQMQdP-3wgHieJ82y6c7XMne34p7HjvN14XcWNCHN29Y129GcOtHZUE5Ch1SUs08bRwmjGCLBysHPR_im8zysuLBRSxYJXPn8F9ybUVpsuNO-GF8HVaS-geod0Ez_m611_qdgTyTG8HG8Fh4AZZpYwFqIoaaUlscX0-MfZmQ&uniplatform=NZKPT&language=CHS","【目的】化肥及畜禽粪便的不合理施用不仅影响作物增产,还严重威胁土壤健康和环境安全。探究不同发酵方式猪粪有机肥及有机肥替代化肥的比例对夏玉米氮素吸收及土壤碳、氮含量的影响,为规模化养猪场粪便快速处理,及制定其与化肥的适宜配比提供理论依据。【方法】以‘先玉335’为供试材料,在中国农业大学丰宁动物试验基地进行田间试验。设置5个处理:不施肥（CK）,100%化肥氮（CF）,100%自然堆肥猪粪氮（PM）,100%好氧发酵猪粪氮（PC）,50%好氧发酵猪粪氮+50%化肥氮（FM）。分析猪粪不同发酵方式及有机氮替代比例对夏玉米氮素吸收及土壤碳氮的影响。【结果】在等氮条件下,与CF处理相比,FM处理产量、穗粒数、千粒重均以FM处理最高,其中FM处理显著增产13.2%,PC、PM处理与CF处理差异均不显著。FM处理玉米氮素积累量最高,两年平均为304.6 kg/hm2,较CF处理氮素累积量显著提高15.5%;PC、PM处理与CF处理氮素积累量差异不显著。与CF处理相比,FM处理的氮素当季回收率、氮素农学利用率和偏生产力两年平均分别显著提高85.9%、59.5%和13.2%（P <0.05）,PC、PM处理与CF处理之间无显著差异。在玉米拔节期和抽穗期,FM处理0—40 cm土壤无机氮含量均最高,与CF无显著差异;在成熟期,FM处理土壤无机氮含量较CF处理显著增加41.8%,而PC和PM处理与CF处理无显著差异。此外,施用有机肥可不同程度地增加土壤有机碳和全氮含量,与CF处理相比,PC和FM处理使有机碳含量分别显著提高13.3%和9.8%;FM处理土壤全氮含量显著提高33.4%。【结论】在等氮条件下与单施化肥相比,50%好氧发酵猪粪氮+50%化肥氮配施不仅显著提高了夏玉米产量和氮素累积吸收量,还提升了土壤全氮和有机碳含量以及0—40 cm土层土壤无机氮含量。单独施用自然堆肥、好氧发酵猪粪及化肥在产量和氮素积累方面没有显著差异,但可增加土壤全氮和有机碳含量,有利于土壤培肥,而施用好氧发酵猪粪的效果又优于施用自然堆肥。","2020","2025-08-27 10:43:01","2025-08-27 10:45:03","","1025-1034","","6","26","","植物营养与肥料学报","","","","","","","","zh","","","","","","11-3996/S","","","","","氮素利用效率; 无机氮; 夏玉米; 有机碳; 有机无机配施","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LLMR4Y4E","journalArticle","2020","许唐萍; 沈冰涛; 陈红; 鲍文梅; 汪媛; 曹银; 金海涛; 汪建飞; 吴安昌; 肖新","有机肥替代化肥对沿淮地区稻麦轮作农田土壤微生物特性的影响","安徽科技学院学报","","1673-8772","10.19608/j.cnki.1673-8772.2017.0770","https://link.cnki.net/doi/10.19608/j.cnki.1673-8772.2017.0770","目的:以安徽省沿淮地区稻麦轮作农田为研究对象,实现养地增产的效果。方法:采取田间试验,设置不施肥（KB）、100%化肥（CF）、20%有机肥+80%化肥（CF20）、40%有机肥+60%化肥（CF40）和100%有机肥（OM100）5个处理,分析有机肥替代化肥对小麦产量和微生物特性的影响。结果:与单施化肥处理相比,适当的有机肥替代化肥可提高小麦产量,其中以CF20处理产量最高,达7850.85 kg/hm2。与单施化肥处理组相比,有机肥替代化肥蔗糖酶活性增加5.57%～9.59%（P<0.05）。与单施化肥处理相比,有机肥替代化肥可显著提高土壤微生物量碳氮,其中以CF40处理土壤MBC和OM100处理土壤MBN含量最高。结论:有机肥替代20%化肥处理,增加小麦产量,优化产量构成因素,改变土壤酶活性,增加微生物量碳氮。","2020","2025-08-27 10:43:01","2025-08-27 10:45:03","","16-21","","3","34","","安徽科技学院学报","","","","","","","","zh","","","","","","34-1300/N","","","","","土壤酶活性; 土壤微生物量氮; 土壤微生物量碳; 有机肥替代","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54QSUS4R","journalArticle","2020","杨浩瑜; 刘惠见; 张乃明; 贺婷; 邓洪; 包立","化肥减施处理对茶园土壤养分及茶叶品质的影响","南方农业学报","","2095-1191","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqKORi7PeOY6HDWw2XuknON9TDVHuSoYp2miq5bBEwq5NwYCnDHvViDXoAb_bLcTloy0_1Ck1NN7IliUcQUH86qB90ZpkoAJ5qBOIi3VGxFu6I0xB-0v2EcaSfV72AgODUzEwpTZSyZ9mqXZ9_Gu883jqCaiZjt8BQ-uZbebfx0q-YQanFeTR2q0&uniplatform=NZKPT&language=CHS","【目的】探索云南省勐海县典型人工台地茶园的化肥减施增效技术模式,为指导茶农科学合理施肥及提高肥料利用率提供参考依据。【方法】设复合肥处理(T1)、减施30%化肥+土壤改良处理(T2)、控释肥替代30%化肥处理(T3)和有机肥替代30%化肥处理(T4)4个处理,每处理3次重复,共计12个试验小区,进行为期两年的试验,测定土壤pH和全氮、全磷、全钾、有效磷和速效钾含量,并记录茶叶品质和产量。【结果】与T1处理相比,T2处理的土壤pH提高12.96%;T3处理的土壤全氮、全磷、全钾、有效磷和速效钾含量提升最高,其增幅分别为22.63%、15.79%、13.95%、51.72%和28.34%,与T1处理间均达显著差异水平(P<0.05,下同);T4处理的土壤有机质、全氮、有效磷和速效钾含量显著增加,增幅分别为10.94%、13.50%、18.42%和21.43%,其他土壤养分虽略有增加,但未达显著水平(P>0.05)。不同施肥措施下的茶园土壤肥力综合指数(IFI)表现为:T3处理(0.6749)>T4处理(0.6092)>T2处理(0.5677)>T1处理(0.5468)。2019年T3和T4处理的春季茶叶产量(224.06和211.23 kg/ha)显著高于其他处理,T4处理的茶叶茶多酚、氨基酸和咖啡碱含量均高于其他处理,较T1处理分别增加14.34%、36.41%和28.00%,故T4处理的茶叶品质最优。【结论】相对于复合施肥处理,其他3种替施处理对提升茶园土壤肥力和提高茶叶品质均有一定效果,其中控释肥替代30%化肥处理对提升茶园土壤养分肥力效果最优,而有机肥替代30%化肥施肥处理对提高茶叶产量和品质的效果最佳。","2020","2025-08-27 10:43:01","2025-08-27 10:45:04","","887-896","","4","51","","南方农业学报","","","","","","","","zh","","","","","","45-1381/S","","","","","茶叶品质; 茶园; 化肥减施; 土壤养分","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3WYFADQT","journalArticle","2020","陈宜勇","商品有机肥替代部分化肥对冬瓜产量和土壤有机质含量的影响","东南园艺","","2095-5774","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqLITF3I2Ny6juUJPQ9o3M8oGYyI3_NOwCnvMNaPV7V6PzWBel6LZAocwLUvoP7RBbpgSGz8RR7Qy4jU5-W3cv-mAWTVHceILJejCtE4WAAaFONWwccjpYeH-1vhPioeaWoi0qBE5yrM9mO7GOdibHoRLyKYqOKBwkOj3GDd5JZuCGFq5s3MADtu&uniplatform=NZKPT&language=CHS","种植黑皮铁心冬瓜,施用商品有机肥替代部分化肥,结果表明:每667 m2施用商品有机肥500 kg化肥减少20%情况下,产量比单施化肥的增产18.5%,收益增加26.1%;而每667 m2施用商品有机肥500 kg化肥减少40%情况下,产量比单施化肥的减产11.7%,收益减少25.34%。施用商品有机肥后土壤有机质含量提高明显,分别比单施化肥的提高6.70%～9.38%。生产上建议,在中等肥力耕地上种植黑皮铁心冬瓜每667 m2施用商品有机肥500 kg化肥减少20%为宜。","2020","2025-08-27 10:43:01","2025-08-27 10:45:05","","14-17","","2","8","","东南园艺","","","","","","","","zh","","","","","","35-1317/S","","","","","冬瓜; 化肥; 商品有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ME8YR5JQ","journalArticle","2020","刘亦丹; 迟凤琴; 谷思玉; 张久明; 张一雯; 匡恩俊; 宿庆瑞","有机肥替代部分化学氮肥对春小麦产量与氮肥利用率的影响","土壤通报","","0564-3945","10.19336/j.cnki.trtb.2020.02.24","https://link.cnki.net/doi/10.19336/j.cnki.trtb.2020.02.24","用田间试验的方法,研究不同比例有机肥替代化学氮肥对土壤养分及小麦(籽粒、秸秆、颖壳)养分吸收、产量和氮肥利用率的影响,寻求有机肥替代化学氮肥的合理范围,以期在提高肥料利用率、增加小麦产量的同时减少土壤过量施用化肥的负面作用。田间试验设不施肥(CK)、有机肥替代100%化学氮肥(N0)、有机肥替代50%化学氮肥(N0.5)、有机肥替代25%化学氮肥(N0.75)及100%化学氮肥(N1)5个处理;其中,100%化学氮肥处理为当地化学氮肥常规用量。结果显示:小麦收获期N0.75处理土壤有机碳含量最高;N0和N0.5处理土壤有机碳含量较CK处理下降,而N0.75处理和N1处理土壤有机碳含量较CK处理增加,但处理之间差异不显著。有机肥替代化学氮肥处理可影响小麦籽粒、秸秆(叶和茎秆)、颖壳中N、P2O5、K2O养分含量,小麦生物量和籽粒产量随施用化学氮肥比例的增加而增加。相关分析结果显示,施用氮化肥比例与小麦籽粒氮素含量之间呈极显著正相关关系(P <0.01);小麦秸秆和颖壳中N含量均以N0.5处理较高,P2O5含量处理之间差异不显著,K2O含量以N1和N0.5处理最高、且处理间差异显著。小麦产量和氮肥表观利用率以N0.75处理最高,分别为5274.0 kg hm-2和53.3%。综上,在东北春小麦种植区域,采用有机肥替代化肥、减少化学氮肥投入25%～50%,可以在提高小麦产量和氮肥利用率的同时,增加土壤养分含量。","2020","2025-08-27 10:43:01","2025-08-27 10:45:05","","442-448","","2","51","","土壤通报","","","","","","","","zh","","","","","","21-1172/S","","","","","氮肥利用率; 化肥; 小麦; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TEMVCT7C","journalArticle","2020","余高; 陈芬; 谢英荷; 谭杰斌","有机肥替代化肥比例对黄壤土活性有机碳及酶活性的影响","中国蔬菜","","1000-6346","10.19928/j.cnki.1000-6346.2020.04.010","https://link.cnki.net/doi/10.19928/j.cnki.1000-6346.2020.04.010","为明确等量养分施肥条件下,有机肥替代化肥不同比例对黄壤土活性有机碳及土壤酶活性的影响,以贵州省典型的黄壤土为对象,研究不施肥（CK）,单施化肥（T1）,70%化肥+30%有机肥（T2）,50%化肥+50%有机肥（T3）,30%化肥+70%有机肥（T4）和单施有机肥（T5）对土壤总有机碳（TOC）、溶解性有机碳（DOC）、易氧化性有机碳（ROC）、微生物生物量碳（MBC）含量和土壤纤维素酶、蔗糖酶、脲酶、酸性磷酸酶活性及辣椒产量的影响。结果表明:有机肥替代化肥能显著提高土壤总有机碳和各组分土壤活性有机碳含量,土壤TOC、DOC、ROC和MBC含量较单施化肥处理分别提高15.45%～55.82%、20.29%～91.30%、34.85%～51.21%和37.78%～71.11%;土壤有机碳库管理指数（CMI）较单施化肥处理提高36.95%～53.78%;随着有机肥替代化肥比例的增加,土壤纤维素酶、蔗糖酶和脲酶活性均呈现出先增加后降低的趋势,土壤酸性磷酸酶活性则呈现出不断提高的趋势;与不施肥对照相比,施肥明显提高了辣椒产量,50%化肥+50%有机肥处理的辣椒产量达到25 765.63 kg·hm-2,较其他施肥处理显著提高13.90%～49.36%。整体来看,有机肥替代化肥有助于提升黄壤土活性有机碳含量、土壤有机碳库管理指数、微生物活性及辣椒产量。从提高土壤固碳角度和增产效应出发,50%化肥+50%有机肥施用比例为推荐施肥措施。","2020","2025-08-27 10:43:01","2025-08-27 10:45:06","","48-55","","4","","","中国蔬菜","","","","","","","","zh","","","","","","11-2326/S","","","","","黄壤土; 溶解性有机碳; 土壤酶活性; 微生物生物量碳; 易氧化性有机碳; 有机肥","/unread","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JMTVSKR","journalArticle","2020","余金富","减施化肥对花生产量和经济效益的影响","福建稻麦科技","","1008-9799","","https://kns.cnki.net/kcms2/article/abstract?v=JEPDQvKdoqLe3_hA5EXqSU82iL4ajIykipyaI3LmWD6tJ6YUFPLLmanxrGdbAnvMJN4HuMFFE3fmJbW2dEZbUv3BV84T23J3Yt73FnfOUBrmOUtQzCwM3r7o-2r1UfqhxfAy0gNIdvZ8hFAa56LOH7Y4Aqh6rIyEGEP9QvBJuXQL8cOHUh8JygVdPzDaYZrj&uniplatform=NZKPT&language=CHS","为减少花生生产中的化肥施用量,促进节本增效,试验商品有机肥替代部分化肥,探索适当减少化肥用量对花生产量、产量因素、经济效益的影响。试验结果表明:化肥减量10%、20%的试验处理与单施化肥(对照组)的处理组间差异达到显著水平,且花生荚果产量较对照组分别增产13.6%和17.6%,效益分别增加8.5%和12.8%。因此,用商品有机肥替代10%～20%的化肥用量,既能增加花生荚果产量,又能增加经济收益。","2020","2025-08-27 10:43:01","2025-08-27 10:45:07","","31-33","","1","38","","福建稻麦科技","","","","","","","","zh","","","","","","35-1147/S","","","","","产量; 花生; 化肥减量; 效益; 有机肥","/unread; ⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
